Student_ID,First_Name,Last_Name,Gender,Age,Grade,Math_Score,English_Score,Science_Score,Attendance_Percentage,City,State,
842,Joseph,Ellis,Female,6,2nd,41,28,77,89.15,East Glenn,Virginia,
843,Haley,Burns,Other,18,2nd,4,13,83,73.27,South Amanda,Louisiana,
844,Allison,Johnston,Male,18,5th,58,50,31,63.77,East Michael,Maine,
845,John,Proctor,Female,9,10th,84,1,37,76.14,Wrightfort,Connecticut,
846,Daniel,Lynch,Male,10,3rd,54,68,16,88.04,Sergiomouth,North Dakota,
847,Lauren,Petty,Other,6,2nd,72,58,77,87.41,Brownfurt,Michigan,
848,Christopher,Cruz,Other,10,11th,65,40,50,92.2,East Kimberlymouth,Arkansas,
849,Kenneth,Edwards,Male,9,7th,53,18,61,75.25,Kathyshire,Maryland,
850,David,Barnett,Female,14,5th,34,37,84,78.98,Garciafort,Oregon,
851,Meagan,Mcclure,Other,10,4th,2,28,15,93.89,North Christineborough,Utah,
852,Dawn,Morgan,Other,8,4th,89,63,84,67.32,South Danielle,Maryland,
853,Kelly,Chapman,Other,18,12th,60,87,9,72.45,Kirkhaven,Indiana,
854,Edward,Cooper,Male,13,5th,75,58,9,67.1,East Kenneth,New Mexico,
855,Jennifer,Williams,Male,15,8th,2,18,32,77.21,North Michaelborough,Nevada,
856,Sara,Martinez,Other,17,11th,40,76,69,70.08,South Kimberly,Arkansas,
857,Lorraine,Baxter,Female,18,3rd,48,36,26,63.63,West Molly,Vermont,
858,Curtis,Thomas,Male,18,3rd,73,18,63,70.42,Jacobhaven,Oregon,
859,Tyler,Smith,Female,13,9th,49,95,90,68.02,Smithside,Washington,
860,Nathan,Smith,Male,14,3rd,41,85,94,74.05,Lake Shannonhaven,Arkansas,
861,Theresa,Brown,Male,14,1st,73,89,45,85.89,Webbmouth,Massachusetts,
862,Erik,Hurst,Female,7,1st,12,4,28,63.26,Lake Margaret,Michigan,
863,Robert,Bell,Female,15,11th,62,76,56,78.07,Port Natalie,Virginia,
864,Jason,Smith,Female,7,6th,12,40,91,63.76,West Thomas,Louisiana,
865,Diana,Parker,Male,10,6th,88,39,38,70.31,Jacobville,Delaware,
866,Kyle,Herrera,Female,18,8th,86,64,46,95.17,Portertown,Rhode Island,
867,William,Walker,Female,14,8th,26,88,99,62.44,Timothyview,Tennessee,
868,Martha,Long,Female,11,9th,43,15,70,82.29,New Jason,Minnesota,
869,Michael,Burnett,Female,14,5th,63,35,37,87.31,Gibsonland,Wisconsin,
870,Mary,Dennis,Female,18,9th,64,90,83,63.82,West Adam,Utah,
871,Benjamin,Dean,Female,6,8th,97,73,31,60.07,Jacobsmouth,South Dakota,
872,Stephanie,Foster,Female,18,3rd,85,61,67,99.41,Chloeshire,Idaho,
873,Susan,Chambers,Male,17,12th,43,80,34,60.5,Jamieville,Delaware,
874,Wendy,Schultz,Female,13,9th,21,27,40,73.07,West Davidview,South Dakota,
875,Catherine,Hoffman,Male,14,3rd,78,63,89,72.25,North Kimberly,Minnesota,
876,Matthew,Bates,Other,9,10th,38,37,69,92,Lake Derek,Connecticut,
877,Danielle,Harmon,Other,12,10th,46,90,64,82.72,Lindaburgh,North Dakota,
878,David,Bass,Male,7,8th,55,48,13,74.99,Pachecobury,Oregon,
879,Christopher,Lopez,Female,17,11th,25,7,6,62.78,Nathanielstad,Georgia,
880,Monica,Wilson,Male,16,12th,63,42,44,66.9,Woodsport,North Dakota,
881,Larry,Coleman,Other,18,11th,81,19,52,85.46,Lake Lisamouth,California,
882,Amy,Rowe,Male,9,10th,100,91,90,79.93,Lake Margaretborough,Colorado,
883,Melissa,Odonnell,Other,10,7th,9,26,79,81.41,Wyattview,California,
884,Edward,Chambers,Male,6,9th,68,93,62,99.03,Fordmouth,Wisconsin,
885,Abigail,Rogers,Male,13,11th,27,28,35,63.88,Port Lisa,South Dakota,
886,Zachary,Thomas,Male,10,11th,36,89,10,87.33,Arthurborough,West Virginia,
887,Theresa,Walker,Male,11,9th,33,94,26,66.19,Wandaport,Idaho,
888,Billy,Smith,Male,7,5th,6,6,17,74.97,Lake Julian,Maine,
889,Edward,Cross,Other,13,6th,38,99,66,67.08,Mcdonaldburgh,Arkansas,
890,Ryan,Woodward,Male,7,8th,73,22,29,77.63,Wilkinsstad,Utah,
891,Scott,Kelley,Male,18,9th,51,62,39,93.84,South Karenbury,Louisiana,
892,Caleb,Figueroa,Male,18,4th,28,93,94,90.88,Arnoldburgh,Missouri,
893,William,Hill,Female,9,2nd,79,50,70,80.29,New Jeffreyfort,Oklahoma,
894,Morgan,Ponce,Other,9,8th,95,38,26,92.57,North Blake,Rhode Island,
895,Jason,Black,Male,18,5th,11,84,15,77.8,North Nicholas,Utah,
896,Phillip,Blair,Other,17,6th,91,20,47,84.88,West Haley,Virginia,
897,Carla,Evans,Male,15,7th,74,2,92,97.41,Lake Michael,Alaska,
898,Deborah,Brown,Female,17,5th,12,70,100,95.53,West Jacqueline,Kansas,
899,Lisa,Davis,Other,11,3rd,75,50,18,91.75,South Nicolemouth,Maine,
900,Dana,Martinez,Female,17,5th,43,43,4,64.81,New Kyle,Vermont,
901,Tanya,Whitaker,Female,15,1st,34,54,30,97.37,Cassandraville,Illinois,
902,Steven,Hensley,Male,16,1st,8,86,89,97.4,Millermouth,Connecticut,
903,Christine,Palmer,Other,12,9th,72,60,56,64.31,Lake Victoriafort,Nevada,
904,Elizabeth,Haas,Other,8,3rd,67,44,83,87.32,South Michael,South Carolina,
905,Donald,Cruz,Other,15,6th,60,96,97,83.6,South Kimberly,Arkansas,
906,Anthony,Stone,Other,8,5th,54,50,58,66.7,Scottstad,Hawaii,
907,Jason,Delacruz,Male,18,8th,26,50,14,63.99,New Joshua,Nebraska,
908,Kelly,Barrett,Male,9,9th,44,9,2,67.73,Johnsonton,Colorado,
909,Sherry,Ruiz,Female,9,1st,9,67,63,66.21,East Stephenside,Oregon,
910,Ellen,Perez,Male,18,12th,83,93,4,84.53,Susanmouth,New Jersey,
911,Paul,Sanders,Other,6,8th,38,36,34,73.5,North Steven,Colorado,
912,Thomas,Becker,Male,15,8th,64,36,35,78.19,Leeland,Alabama,
913,Victoria,Thomas,Female,11,5th,38,89,75,86.34,North Evanfort,Connecticut,
914,Kelsey,Mcbride,Other,14,1st,55,24,49,93.27,Gilbertmouth,New York,
915,Arthur,Clark,Other,10,7th,84,89,38,91.36,New Gabrielmouth,Nebraska,
916,Shirley,Knight,Female,15,5th,69,70,10,97.76,Kevinport,Idaho,
917,Christina,Avery,Female,14,10th,40,50,7,86.75,Port Jessica,Montana,
918,Kyle,Patterson,Other,8,4th,25,12,35,62.62,New Louis,Wisconsin,
919,Timothy,Butler,Male,11,1st,53,16,78,69.85,Amandachester,Delaware,
920,Scott,Marshall,Male,17,9th,51,41,49,65.66,Davisberg,Kentucky,
921,Christy,Ramos,Other,10,6th,32,96,63,98.42,North Megan,Idaho,
922,Veronica,Cruz,Other,10,4th,79,74,2,79.63,West Jodifurt,Arizona,
923,Matthew,Howell,Other,15,7th,65,6,48,91.76,Elizabethberg,Maine,
924,Jordan,Calderon,Male,10,9th,58,90,49,61.66,Durhamview,Arkansas,
925,Roger,Jones,Male,14,7th,85,38,56,62.34,Clarkfurt,California,
926,Johnny,Larsen,Other,16,7th,97,58,5,99.29,South Ryan,Ohio,
927,Michael,Mccarthy,Female,7,4th,70,83,28,79.22,West Lacey,South Dakota,
928,Taylor,Chang,Other,8,3rd,23,20,26,93.74,Tateborough,Missouri,
929,Michael,Turner,Other,18,12th,2,73,48,86.39,Port Christinaborough,New Mexico,
930,Rachel,Patrick,Male,18,12th,80,17,23,90.18,Mcclainview,Wisconsin,
931,John,Dalton,Other,12,11th,90,56,84,83.65,Matthewstad,Arizona,
932,Charles,Bates,Male,6,7th,66,89,55,93.91,Port Williambury,Ohio,
933,Nicholas,Miller,Female,10,7th,23,61,68,63.64,Port Amanda,Ohio,
934,Patricia,Meyer,Other,16,4th,73,37,6,86.19,East Kevin,Michigan,
935,Mary,Hardy,Female,8,5th,63,18,84,96.47,West Teresafort,Wyoming,
936,Jill,Campbell,Other,17,2nd,27,26,39,82.52,North Janicechester,North Dakota,
937,Gavin,Murray,Female,8,7th,84,27,4,88.09,Moralesville,Louisiana,
938,Christina,Morrison,Male,9,11th,95,95,69,80.87,Morrisville,Missouri,
939,Taylor,Robinson,Other,8,4th,59,25,97,90.28,Mathewchester,Texas,
940,Cathy,Bennett,Other,17,9th,34,94,44,85.73,Rebeccachester,Nevada,
941,Lindsey,Martin,Female,11,10th,81,83,3,71.3,Lewischester,Louisiana,
942,Veronica,Green,Male,9,12th,68,1,77,65.42,Greenland,Ohio,
943,Jonathan,Ashley,Female,18,11th,78,46,96,90.54,Nelsonview,Nevada,
944,Jacob,Cross,Female,16,5th,98,92,43,71.72,South Justintown,Wisconsin,
945,Courtney,Mcdonald,Male,12,5th,55,73,33,85.05,Berryburgh,Michigan,
946,Jesse,Reynolds,Female,13,11th,72,13,96,76.17,New Jason,Montana,
947,Robert,Washington,Female,8,12th,93,86,75,75.08,Jonathanmouth,Arkansas,
948,Renee,Cox,Other,15,9th,80,100,27,79.62,West Michelle,Mississippi,
949,Michael,Anthony,Female,16,5th,7,18,96,79.65,Brendaborough,Oklahoma,
950,Christopher,Lee,Other,10,7th,66,48,3,72.86,West Rebeccaville,Vermont,
951,Steven,Wilkins,Male,16,4th,25,54,43,79.36,New Racheltown,Alabama,
952,Sarah,Sherman,Female,12,2nd,46,86,92,75.55,Smithborough,North Carolina,
953,Tara,Johnson,Male,12,3rd,59,21,79,79.9,East Andrewfurt,Virginia,
954,Kathryn,Fletcher,Other,13,3rd,18,7,55,91.45,Joshuamouth,Pennsylvania,
955,Patrick,Wilson,Other,7,5th,30,12,54,71.49,West Frank,Wyoming,
956,Courtney,Phelps,Other,16,2nd,19,45,100,87.36,Port Louis,Oklahoma,
957,Alexander,Torres,Female,18,11th,95,60,93,62.2,West Rebeccastad,Nevada,
958,Michelle,White,Other,18,8th,87,22,94,93.25,New Dustin,Hawaii,
959,Mary,Turner,Other,7,10th,97,6,96,67.52,Kaitlynmouth,Vermont,
960,Charles,Little,Female,12,8th,38,15,7,63.57,Bakerland,Nevada,
961,Rachel,Daniel,Female,14,5th,55,65,13,95.68,Davidbury,Virginia,
962,Kristine,Gonzales,Female,17,12th,52,83,70,89.91,West Sarahfort,Oregon,
963,Jeremy,Thompson,Other,10,10th,40,43,49,82.85,Port Mckenzie,Hawaii,
964,Anthony,Smith,Other,17,8th,8,75,92,66.93,Thomasfort,South Dakota,
965,Tamara,Moran,Female,11,4th,81,55,86,72.55,Johnshire,Alaska,
966,Ashley,Martinez,Female,13,6th,26,19,36,61.92,North Leahmouth,Florida,
967,Gabriella,Mcpherson,Male,13,1st,52,80,68,61.12,West Terri,Arizona,
968,Jody,Morales,Male,11,3rd,34,92,59,98.67,Bennettstad,Iowa,
969,Zachary,Parker,Female,15,1st,36,51,54,75.4,Maryport,Wyoming,
970,Lori,Nguyen,Female,6,9th,82,31,73,74.07,Michaelmouth,New Jersey,
971,Michelle,Brown,Male,18,1st,20,4,92,81.51,North Madisonfurt,Wisconsin,
972,Robert,Fisher,Female,17,3rd,32,15,72,92.95,Josephbury,Rhode Island,
973,Jennifer,Stone,Other,7,2nd,87,30,98,87.37,Oconnorfurt,Ohio,
974,Theodore,Davis,Other,17,5th,76,50,66,77.35,East Kristine,Michigan,
975,Kimberly,Hill,Other,13,5th,30,62,33,80.33,Dawnfort,South Carolina,
976,Kristine,Osborne,Female,16,3rd,51,38,20,93.97,South Chris,Ohio,
977,Christopher,Kennedy,Female,16,12th,30,88,48,80.35,Wyattmouth,Alabama,
978,Henry,Haas,Male,17,8th,14,76,59,87.25,Brianborough,Kansas,
979,Sean,Gibson,Female,11,12th,19,22,95,61.79,Barrettside,Arkansas,
980,Tina,Martin,Female,7,1st,24,83,30,68.58,Roweland,Illinois,
981,Chad,Perez,Male,18,4th,3,95,16,78.29,Novakburgh,North Carolina,
982,Jennifer,Choi,Female,14,2nd,31,48,1,67.43,East Charleston,Alaska,
983,Shelly,Wolfe,Male,12,3rd,39,99,35,68.86,Edwardstown,Texas,
984,Regina,Richardson,Female,9,1st,59,88,87,72.81,Lesliehaven,New Jersey,
985,Joel,Shaw,Female,12,8th,62,85,35,88.56,East Jerryfort,Georgia,
986,Robin,Gonzalez,Female,9,4th,71,84,10,79.81,East Hannahstad,Arizona,
987,Barry,Larson,Female,13,6th,55,11,31,82.85,West Adam,Mississippi,
988,Tammy,Oconnell,Other,10,7th,54,99,98,84.52,North Alexanderberg,Utah,
989,Pamela,Miller,Other,11,5th,82,59,69,61.81,Ellishaven,Michigan,
990,Mercedes,Smith,Female,10,8th,4,83,37,75.26,Port Megan,Idaho,
991,Lisa,Hamilton,Other,11,6th,25,48,43,96.01,Robertfurt,Michigan,
992,Sophia,Wu,Male,14,8th,20,35,73,64.65,East Brian,New Mexico,
993,Lori,Edwards,Other,15,12th,34,80,50,71.62,Nicoleville,Montana,
994,Melissa,Gray,Male,8,1st,17,83,4,96.18,Lake Melanie,New Mexico,
995,Joel,Daniels,Male,15,6th,3,56,78,86.38,North Carmenville,Indiana,
996,Matthew,Mayer,Male,13,2nd,33,47,35,96.61,Howardtown,North Dakota,
997,Sandra,Johnson,Other,18,3rd,35,1,46,73.23,Port Debra,Georgia,
998,Mark,Russell,Female,11,1st,84,15,34,67.08,Scottside,Hawaii,
999,Matthew,Walker,Female,16,5th,70,14,84,75.6,Port Brandon,Utah,
1000,Ian,Martinez,Other,18,7th,22,10,32,69.13,Blakeside,Maryland,
1001,Adam,Morales,Male,6,2nd,82,15,100,96.7,West John,Nebraska,
1002,Kristina,Jordan,Other,6,9th,5,62,83,76.08,Campbellmouth,Idaho,
1003,Steven,Ward,Female,7,8th,92,82,98,66.24,North Jennifermouth,California,
1004,Caitlin,Leach,Other,16,3rd,62,85,77,83.95,Port Steveland,South Dakota,
1005,Virginia,Johnson,Other,18,4th,100,65,1,84.87,Palmermouth,Delaware,
1006,Rebecca,Gutierrez,Female,13,5th,2,28,15,70.33,South Curtismouth,New York,
1007,Michelle,Walker,Female,6,7th,7,2,39,96.89,East Johnbury,West Virginia,
1008,Patrick,Cole,Male,7,1st,10,75,72,87.22,Benjaminfurt,Texas,
1009,David,Williams,Male,8,2nd,40,73,84,88.41,West Laurenview,Maine,
1010,Janice,Bryan,Female,13,12th,77,73,41,96.08,Lake Karen,Massachusetts,
1011,Jacqueline,Sawyer,Male,13,4th,38,61,33,72.39,North Markfort,Maine,
1012,Jennifer,Graham,Female,6,7th,8,35,22,97.61,West Donnaberg,Delaware,
1013,Justin,Jefferson,Other,12,8th,52,88,56,86.13,South Jose,New Mexico,
1014,Catherine,Anderson,Male,9,4th,46,95,59,96.55,North Margaretfort,Illinois,
1015,Kristin,Berry,Female,17,12th,85,12,2,76.37,Port Vanessa,Michigan,
1016,Rachel,Hays,Other,8,1st,84,75,56,60.41,East Hectormouth,New Hampshire,
1017,Denise,Thompson,Other,16,4th,11,23,1,92.94,North Alexa,New York,
1018,Mark,Perez,Female,10,8th,50,49,59,75.09,Kellystad,Massachusetts,
1019,Samantha,Barnett,Female,8,12th,92,61,4,93.71,Dannyton,Nebraska,
1020,Donald,Rodriguez,Other,10,2nd,17,82,45,67.58,South Marilynside,South Carolina,
1021,Wesley,Duarte,Other,7,9th,30,89,61,91.17,South Paige,Louisiana,
1022,Teresa,Vang,Female,16,11th,14,55,81,70.14,New Charles,Nebraska,
1023,Maxwell,Powell,Female,11,4th,73,38,71,60.42,Johnnyshire,Oregon,
1024,Teresa,Anderson,Other,10,8th,94,73,27,87.7,Clarencetown,Arkansas,
1025,Deborah,Little,Other,7,7th,64,16,52,61.67,Marcusland,Pennsylvania,
1026,Cynthia,White,Female,11,11th,15,12,7,90.69,Lake Davidfurt,New Mexico,
1027,Penny,Johnson,Female,16,5th,66,41,74,65.16,New Johnville,North Dakota,
1028,James,Wright,Other,16,6th,85,8,10,87.58,Taylorview,South Dakota,
1029,James,Guzman,Female,8,3rd,74,91,35,62.82,Millsstad,Illinois,
1030,Oscar,Owens,Female,6,11th,99,68,78,64.58,Shawntown,Colorado,
1031,Nichole,Davis,Female,12,12th,67,23,70,66.36,North Jamesfurt,Wyoming,
1032,Charlotte,Hubbard,Female,16,1st,32,51,40,91.65,Lake Heatherland,Iowa,
1033,Patricia,Frye,Male,10,12th,63,89,8,62.66,Wallaceland,Utah,
1034,Anthony,Powers,Male,17,9th,11,2,56,81.48,West Johnburgh,New Hampshire,
1035,Elizabeth,Cantu,Other,17,9th,30,50,23,66.69,Coxmouth,Ohio,
1036,Debra,Webb,Male,18,2nd,76,71,33,89.6,Port Amy,Delaware,
1037,Shannon,Spencer,Female,9,5th,15,68,98,98.21,Brettmouth,Louisiana,
1038,Michael,Walls,Male,12,8th,98,100,100,88.6,South Jason,Mississippi,
1039,Sean,Lopez,Other,16,11th,40,67,35,87.8,Jasonfurt,Oregon,
1040,Benjamin,Sanchez,Other,7,5th,42,62,33,71.39,Joelton,Kentucky,
1041,Christina,Jones,Other,17,4th,74,8,63,71.46,East Judymouth,Minnesota,
1042,Jason,Gray,Male,7,6th,94,66,16,94.22,Brownbury,Indiana,
1043,Joe,Johnson,Male,6,1st,49,74,29,70.46,Ramseyview,Illinois,
1044,Emma,Brown,Male,9,11th,95,68,80,90.44,New Cherylport,West Virginia,
1045,Darren,Wright,Other,13,4th,95,91,22,75.8,Lake William,Arkansas,
1046,Kevin,Whitney,Female,7,2nd,30,83,18,95.42,Stephensonhaven,Connecticut,
1047,Daniel,Lang,Female,8,4th,54,15,79,68.09,North Jeffrey,Michigan,
1048,Rodney,Martin,Other,15,11th,27,96,83,63.46,Wilsonshire,Delaware,
1049,Daniel,Walker,Other,9,7th,18,96,6,93.86,Hardingport,Louisiana,
1050,Nicholas,Spencer,Other,14,6th,13,26,29,68.03,Spenceland,South Carolina,
1051,Kimberly,Tran,Other,16,1st,22,84,14,80.73,Wilsonburgh,Wyoming,
1052,Christopher,Wilson,Female,13,3rd,27,15,83,61.43,Tonyview,Montana,
1053,John,Chung,Male,6,5th,35,23,4,79.15,East Brianport,Montana,
1054,Cynthia,Horton,Male,6,10th,56,76,23,64.46,Karenland,Virginia,
1055,Angela,Brown,Female,17,2nd,52,88,87,61.52,Port Thomasburgh,Michigan,
1056,Drew,Cameron,Male,11,7th,32,23,64,75.52,Christinachester,Nevada,
1057,Elizabeth,Valdez,Female,7,4th,75,0,56,63.34,East David,New Mexico,
1058,Karen,Watson,Male,12,1st,7,71,74,87.74,Port Lisa,Alabama,
1059,Anna,Howard,Female,17,1st,62,57,40,62.7,East Hannahside,Alaska,
1060,Benjamin,Cobb,Male,8,10th,68,40,5,77.44,Lake Jacob,Mississippi,
1061,Samantha,Barrera,Other,13,12th,47,15,70,74.84,Bowentown,West Virginia,
1062,Brooke,Harris,Other,7,8th,89,5,91,89.53,New Alexandrachester,Alaska,
1063,Carl,Walker,Male,9,12th,14,16,29,77.68,Port Kellyfurt,Alabama,
1064,Jeremiah,Garcia,Female,12,10th,40,73,7,90.77,East Scott,Kansas,
1065,Laurie,Dunn,Male,7,3rd,69,26,91,86.52,Anneborough,Rhode Island,
1066,Amy,Howard,Male,17,6th,54,83,33,80.14,New Anthony,Oregon,
1067,Kayla,Norris,Other,18,2nd,60,20,32,98.98,Rodneyville,Utah,
1068,Matthew,Smith,Female,7,4th,87,11,2,90.74,Port Amandamouth,Pennsylvania,
1069,Laura,Burke,Other,7,3rd,31,71,86,89,Davidmouth,Michigan,
1070,James,Bowen,Male,11,8th,35,32,45,61.75,Chanfort,Tennessee,
1071,Brent,Merritt,Other,11,2nd,100,96,69,60.57,Port Eddietown,Mississippi,
1072,Alejandro,Barnett,Female,10,11th,18,4,91,66.11,Elizabethmouth,Arkansas,
1073,Christy,Johns,Male,8,10th,46,10,5,94.38,Spearsland,West Virginia,
1074,Richard,Hughes,Male,12,6th,60,15,76,70.03,Annamouth,Oregon,
1075,Maria,Trujillo,Other,18,11th,91,64,30,67.02,South Crystalport,Idaho,
1076,Ernest,Moses,Female,18,1st,47,38,44,78.48,Bakerview,Connecticut,
1077,Margaret,Tanner,Female,8,1st,39,46,13,96.06,Owenport,New Jersey,
1078,Stacy,Lewis,Female,16,6th,2,69,9,62.26,East Aprilville,Florida,
1079,Amber,Bates,Female,16,11th,82,21,64,75.2,Douglastown,Louisiana,
1080,Matthew,Dean,Female,8,3rd,77,54,56,97.87,Johnsonville,New Mexico,
1081,Frederick,Williams,Male,7,12th,4,84,14,80.22,Blairville,Idaho,
1082,Julie,Kelley,Male,14,9th,94,0,65,69.01,Port Alexander,North Carolina,
1083,Christina,Booth,Female,15,2nd,84,31,9,85.09,Jenniferton,Kentucky,
1084,Joseph,Goodwin,Female,6,3rd,6,38,30,73.44,Lake Christina,Hawaii,
1085,Brenda,Sanchez,Male,15,8th,88,5,26,88.85,Johnsonland,Washington,
1086,Loretta,Robles,Male,16,4th,100,66,41,61.01,Nelsonport,Vermont,
1087,Rhonda,Williams,Female,8,6th,85,100,73,77.62,Stephensburgh,Kansas,
1088,Justin,Smith,Female,13,9th,30,37,47,93.74,East Sheilafurt,Oregon,
1089,Jesse,Moore,Male,11,11th,32,84,87,84.07,South Christopherport,Minnesota,
1090,Carl,Hammond,Other,17,6th,70,68,53,71.51,Port Kelly,Minnesota,
1091,Brett,Monroe,Other,9,8th,49,56,9,66.44,North Joshuastad,New Jersey,
1092,Rachel,Brown,Other,16,12th,39,17,82,81.88,Brandonborough,Tennessee,
1093,Tiffany,Adams,Male,17,4th,81,73,54,72.7,Anthonyland,South Dakota,
1094,Nancy,Freeman,Male,8,1st,89,62,36,64.45,New Jerryview,Vermont,
1095,John,Fox,Male,12,12th,46,88,18,62.61,South Sheilafurt,California,
1096,Kristi,Wood,Other,15,7th,87,40,3,80.72,East Tracymouth,Nevada,
1097,Christine,Strickland,Female,16,6th,15,66,41,60.7,Port Andrew,Wisconsin,
1098,Douglas,French,Male,13,12th,68,45,77,88.82,Jonesview,Pennsylvania,
1099,Andrew,Johnson,Male,9,3rd,30,77,100,88.96,Nancyview,North Dakota,
1100,Charles,James,Male,7,5th,56,68,46,72.87,Jasonmouth,Oregon,
1101,Darren,Cohen,Other,7,1st,49,65,42,61.54,Lake Anna,California,
1102,Mary,Allen,Female,8,8th,1,26,52,96.06,Justinborough,Minnesota,
1103,Joseph,Curry,Other,18,12th,50,88,83,87.37,Crosbyland,Wisconsin,
1104,Erika,Fischer,Other,7,8th,32,12,47,60.24,New Kevinport,Maine,
1105,Tonya,Cline,Other,15,9th,38,84,60,60.14,Lake Donna,Oklahoma,
1106,Philip,Sanchez,Male,17,5th,11,5,37,62.34,Sandersville,Virginia,
1107,April,Humphrey,Other,12,9th,96,30,79,75.5,Wardchester,Connecticut,
1108,Andrew,Bridges,Female,11,12th,30,4,3,82.68,South Deanhaven,Florida,
1109,Mary,Holland,Female,12,8th,38,24,20,94.28,Gallowayside,Arizona,
1110,Kimberly,Nguyen,Female,11,4th,26,18,47,90.49,Kristiside,West Virginia,
1111,Nicholas,Weiss,Female,18,10th,20,38,5,61.41,East Michellehaven,South Dakota,
1112,Lauren,Rogers,Other,8,3rd,56,27,37,81.82,Port Andrew,Maine,
1113,Devin,Williams,Female,9,9th,80,17,19,60.79,Camposfort,South Dakota,
1114,Christopher,King,Female,10,6th,40,77,75,92.96,Martinstad,Kentucky,
1115,Stephanie,Perez,Other,16,6th,98,70,3,79.06,Kevinville,Arkansas,
1116,Jessica,Clay,Other,7,12th,82,27,13,82.86,Fitzgeraldport,Oklahoma,
1117,Christopher,Hansen,Male,9,8th,52,75,77,75.44,East Teresaside,Wyoming,
1118,Andrew,Martin,Other,14,5th,4,45,27,87.42,South Dannyshire,Ohio,
1119,Richard,Perry,Other,15,10th,35,35,40,75.47,Carlatown,Rhode Island,
1120,Russell,Dalton,Male,15,9th,10,16,65,96.41,Lake Damonport,Oregon,
1121,Kevin,Church,Male,17,3rd,99,93,91,69.51,Shellyborough,Georgia,
1122,Larry,Anthony,Other,15,2nd,62,79,99,79.62,Lopezville,Indiana,
1123,Joseph,Smith,Male,10,9th,60,54,94,70,Lake Danielle,Vermont,
1124,Mark,Chavez,Female,18,3rd,94,9,65,99.21,Cameronberg,Hawaii,
1125,Rachel,Gonzales,Other,17,8th,52,70,100,85.47,Port Jennifer,West Virginia,
1126,Christy,Nelson,Male,6,5th,42,32,74,79.17,Scotthaven,Maine,
1127,Amy,Zuniga,Male,16,5th,91,33,91,95.94,Port Ricky,Mississippi,
1128,Jennifer,Wolfe,Male,10,9th,54,48,44,78.17,New Emmaport,Arkansas,
1129,Nicholas,Burke,Male,9,6th,12,83,27,95.18,Gillland,Texas,
1130,Thomas,Smith,Other,14,8th,20,20,48,68.95,Rebeccaville,Indiana,
1131,Jessica,Reese,Male,15,1st,89,51,74,71.47,Toddbury,West Virginia,
1132,Robert,Page,Male,14,11th,33,58,4,89.24,Brendahaven,Louisiana,
1133,Benjamin,Kennedy,Male,9,9th,64,10,84,98.52,Lake Chelseaville,Nevada,
1134,Scott,Young,Female,17,7th,8,32,92,75.54,New Scott,Nevada,
1135,Paige,Holmes,Female,12,12th,45,86,19,70.29,Brookemouth,Georgia,
1136,Timothy,Zuniga,Other,10,3rd,53,54,48,66.41,Arellanoport,Iowa,
1137,Kimberly,Hunt,Other,16,1st,77,88,97,89.6,Jessicafort,Rhode Island,
1138,Joanna,Anderson,Female,6,10th,93,18,83,77.27,Kevinside,New Hampshire,
1139,Sarah,Simpson,Female,18,6th,70,68,10,71.99,Martinezfurt,Iowa,
1140,Jessica,Wright,Male,18,10th,94,26,9,61.7,West Amandabury,Oklahoma,
1141,Debra,Smith,Male,9,4th,41,9,28,76.41,Gouldmouth,Kansas,
1142,Shane,Quinn,Female,13,6th,58,80,72,95.19,West Eric,Kansas,
1143,Kelly,Mcmillan,Other,12,12th,88,93,64,94.07,New Mark,Alaska,
1144,Stephen,Brown,Female,7,2nd,3,34,73,99.5,North Markchester,Iowa,
1145,Daniel,Zuniga,Other,9,11th,97,81,80,65,Garrisonview,Washington,
1146,Rebekah,Ortiz,Female,13,9th,6,89,70,85.06,South Trevor,Utah,
1147,Robert,Nelson,Male,16,7th,82,82,93,68.32,New Matthew,Arizona,
1148,Ralph,Smith,Other,15,4th,82,24,53,76.23,East Antonioport,Pennsylvania,
1149,Nicole,Bonilla,Male,7,9th,23,91,68,95.34,Lechester,North Dakota,
1150,Kathleen,Jackson,Female,14,11th,80,47,93,78.42,Briannaside,Washington,
1151,Edgar,Barnes,Other,6,8th,56,72,15,78.09,Patriciatown,Tennessee,
1152,Gina,May,Other,11,9th,82,84,67,98.09,North Donald,New Jersey,
1153,Shawn,Miller,Other,11,3rd,17,82,6,78.54,Bethanymouth,Colorado,
1154,Shelly,Potter,Male,8,10th,0,65,77,73.51,South Gregory,Oklahoma,
1155,Kaitlin,Henry,Female,12,5th,51,77,60,86.61,Davidville,Nebraska,
1156,Caitlin,Wolf,Male,15,6th,25,20,84,65.32,Port Kyle,Massachusetts,
1157,Vanessa,Cox,Other,12,7th,80,53,67,81.2,New Josephfurt,Utah,
1158,Kyle,Rodriguez,Male,11,11th,39,19,66,69.84,East Kathy,Kentucky,
1159,Paula,Lewis,Other,14,6th,40,40,56,88.5,North Emily,South Dakota,
1160,Gary,Brown,Male,16,2nd,73,100,40,82.74,North Christopherborough,Georgia,
1161,Shannon,Larson,Female,8,2nd,10,55,34,97.92,Kramerhaven,Tennessee,
1162,Kim,Davis,Male,18,9th,14,48,24,89.17,Kennethland,Alabama,
1163,Katherine,Foley,Male,13,11th,20,3,73,91.37,Cummingsstad,Wisconsin,
